type,type_encoded,severity,affected_radius_km,hour,impacted_shipments,delay_min
vehicle_issue,3,3.07,23.14,3.0,4,19
weather,0,2.85,11.13,6.0,10,30
vehicle_issue,3,7.03,82.29,6.0,12,53
weather,0,2.84,51.68,2.0,21,54
weather,0,1.0,94.91,22.0,27,64
weather,0,2.95,18.42,19.0,16,44
vehicle_issue,3,5.07,73.42,4.0,10,42
blockage,2,7.88,1.0,9.0,13,171
congestion,1,1.02,29.47,9.0,15,39
blockage,2,8.95,72.79,20.0,26,277
blockage,2,3.84,8.78,0.0,8,73
blockage,2,4.08,48.32,20.0,14,119
blockage,2,1.0,67.66,1.0,12,97
weather,0,3.06,85.92,12.0,31,77
congestion,1,4.78,86.05,13.0,40,109
blockage,2,7.02,18.59,5.0,14,134
weather,0,8.09,12.2,2.0,23,70
congestion,1,6.05,45.88,10.0,32,91
weather,0,2.13,29.59,21.0,13,34
vehicle_issue,3,4.1,37.54,13.0,6,27
weather,0,8.04,42.26,21.0,32,89
weather,0,7.13,45.33,8.0,40,110
blockage,2,5.94,61.48,14.0,20,171
weather,0,6.08,3.76,20.0,16,49
congestion,1,6.0,35.52,9.0,38,109
congestion,1,10.0,32.46,23.0,40,119
weather,0,6.04,28.76,21.0,23,65
vehicle_issue,3,5.81,93.77,14.0,12,52
blockage,2,4.04,30.66,11.0,11,101
weather,0,4.86,17.47,4.0,18,51
blockage,2,8.11,100.18,4.0,29,291
blockage,2,9.11,46.91,21.0,22,245
blockage,2,7.91,25.32,8.0,16,195
blockage,2,6.84,91.52,22.0,26,220
vehicle_issue,3,8.02,80.35,8.0,13,56
congestion,1,1.0,115.08,6.0,37,91
congestion,1,2.87,105.81,13.0,41,105
blockage,2,2.92,83.64,7.0,18,148
vehicle_issue,3,7.09,18.91,9.0,7,34
blockage,2,7.78,59.68,11.0,22,238
weather,0,1.89,15.52,19.0,12,33
congestion,1,2.36,65.37,20.0,26,67
blockage,2,5.29,109.63,15.0,26,212
weather,0,10.0,1.0,22.0,26,81
vehicle_issue,3,1.01,105.99,6.0,9,36
vehicle_issue,3,9.11,67.52,15.0,12,56
vehicle_issue,3,1.94,17.31,9.0,3,14
weather,0,2.59,104.37,10.0,35,86
blockage,2,6.91,66.71,17.0,22,190
blockage,2,7.93,52.56,8.0,21,233
blockage,2,9.0,57.4,5.0,24,262
vehicle_issue,3,1.07,18.59,11.0,2,10
congestion,1,1.25,14.14,2.0,7,20
blockage,2,5.0,79.37,13.0,21,176
blockage,2,5.85,107.49,17.0,27,223
vehicle_issue,3,2.97,83.07,3.0,9,37
vehicle_issue,3,7.1,104.73,9.0,14,58
congestion,1,2.98,99.2,6.0,39,102
vehicle_issue,3,9.88,3.5,2.0,8,41
weather,0,2.08,91.39,3.0,29,72
congestion,1,6.83,92.62,11.0,49,134
blockage,2,5.87,44.73,13.0,16,147
weather,0,2.06,48.12,13.0,18,46
congestion,1,6.88,88.34,1.0,48,132
blockage,2,1.95,117.45,0.0,22,174
blockage,2,6.0,118.47,2.0,29,238
weather,0,6.99,57.64,18.0,43,118
congestion,1,1.0,94.41,15.0,32,78
weather,0,3.05,54.57,11.0,22,58
blockage,2,2.86,103.85,0.0,21,173
congestion,1,10.0,80.45,0.0,53,152
blockage,2,2.94,113.87,9.0,23,183
blockage,2,10.0,119.01,20.0,35,354
vehicle_issue,3,6.11,40.41,2.0,8,36
weather,0,9.95,118.25,14.0,57,150
vehicle_issue,3,8.85,84.73,13.0,14,61
weather,0,3.11,31.6,23.0,15,42
weather,0,5.79,1.8,7.0,21,63
weather,0,7.81,80.64,6.0,42,113
weather,0,1.09,25.2,14.0,10,24
vehicle_issue,3,6.97,29.4,9.0,8,37
weather,0,4.89,64.53,4.0,30,80
blockage,2,1.0,5.92,15.0,2,22
congestion,1,8.88,49.61,23.0,42,123
weather,0,3.33,94.28,21.0,33,82
congestion,1,9.15,4.97,2.0,28,89
weather,0,2.88,73.67,18.0,36,90
congestion,1,5.95,20.51,16.0,24,72
blockage,2,4.09,103.97,15.0,23,188
blockage,2,8.85,44.65,11.0,22,246
congestion,1,9.92,99.72,19.0,77,216
vehicle_issue,3,7.96,89.04,13.0,13,58
blockage,2,8.87,106.93,2.0,31,316
congestion,1,8.16,63.96,3.0,43,122
congestion,1,2.89,57.71,17.0,35,92
weather,0,9.98,7.24,9.0,36,108
vehicle_issue,3,6.02,65.64,13.0,10,43
vehicle_issue,3,4.24,59.96,19.0,8,35
congestion,1,1.99,71.75,6.0,28,72
blockage,2,8.32,15.46,21.0,15,188
blockage,2,2.95,67.52,5.0,15,126
blockage,2,6.97,53.55,10.0,20,178
weather,0,1.14,71.02,6.0,21,51
vehicle_issue,3,7.29,77.67,16.0,12,52
vehicle_issue,3,6.96,43.28,2.0,9,41
vehicle_issue,3,6.19,62.55,8.0,10,42
vehicle_issue,3,7.13,45.86,6.0,9,42
vehicle_issue,3,9.89,92.81,17.0,15,68
blockage,2,9.0,94.48,1.0,30,304
weather,0,4.99,38.73,15.0,22,62
congestion,1,8.85,32.07,16.0,37,109
weather,0,10.0,81.57,17.0,61,168
weather,0,2.01,92.23,12.0,29,72
vehicle_issue,3,4.06,2.62,15.0,3,17
vehicle_issue,3,8.01,49.69,3.0,11,48
blockage,2,5.9,37.75,13.0,16,141
blockage,2,2.37,91.32,16.0,18,143
weather,0,5.03,17.15,5.0,18,51
weather,0,4.19,96.69,4.0,35,88
vehicle_issue,3,8.07,81.81,7.0,13,56
congestion,1,6.23,103.49,11.0,48,131
blockage,2,1.88,120.0,1.0,22,175
congestion,1,1.0,58.31,22.0,20,51
weather,0,2.93,86.4,15.0,30,75
vehicle_issue,3,1.91,85.99,18.0,8,34
vehicle_issue,3,9.04,102.43,20.0,15,66
blockage,2,2.96,64.78,14.0,15,123
congestion,1,6.79,15.02,18.0,33,100
blockage,2,1.95,118.17,14.0,22,173
vehicle_issue,3,4.94,8.99,18.0,5,22
blockage,2,10.0,115.67,1.0,34,349
congestion,1,6.78,32.16,19.0,40,117
congestion,1,2.92,60.51,10.0,27,72
blockage,2,7.89,112.25,11.0,31,305
congestion,1,6.11,80.4,7.0,55,151
blockage,2,2.92,71.79,9.0,16,133
weather,0,10.0,40.0,11.0,36,104
weather,0,9.99,35.77,8.0,46,132
vehicle_issue,3,6.07,5.34,22.0,5,25
congestion,1,1.17,67.83,12.0,24,61
congestion,1,4.82,51.95,18.0,40,111
blockage,2,5.96,27.46,22.0,14,129
congestion,1,10.0,46.97,14.0,44,130
vehicle_issue,3,8.03,114.28,8.0,15,66
weather,0,2.81,101.45,16.0,34,85
vehicle_issue,3,6.1,54.22,0.0,9,40
weather,0,2.01,116.14,17.0,47,113
congestion,1,5.02,57.04,0.0,32,88
blockage,2,5.97,41.72,10.0,16,147
vehicle_issue,3,5.52,48.95,6.0,9,38
weather,0,5.08,105.43,20.0,40,103
blockage,2,5.09,31.09,15.0,13,119
weather,0,7.94,27.55,14.0,28,80
weather,0,5.78,115.9,15.0,46,117
vehicle_issue,3,1.0,88.74,17.0,8,31
blockage,2,8.15,92.39,3.0,28,278
congestion,1,6.94,88.76,0.0,48,131
blockage,2,7.0,81.46,22.0,24,211
congestion,1,7.95,9.43,12.0,28,85
congestion,1,2.05,91.57,16.0,33,85
congestion,1,9.8,31.36,8.0,51,153
congestion,1,9.97,19.67,20.0,35,108
vehicle_issue,3,2.16,117.94,1.0,11,43
congestion,1,2.86,4.72,10.0,10,32
congestion,1,2.96,5.03,15.0,10,32
blockage,2,10.0,39.2,11.0,22,255
vehicle_issue,3,10.0,100.73,22.0,16,70
congestion,1,3.07,117.63,0.0,44,113
vehicle_issue,3,7.06,15.14,17.0,7,33
congestion,1,3.06,49.22,21.0,23,63
blockage,2,1.0,91.73,1.0,16,122
vehicle_issue,3,3.17,78.3,15.0,9,35
congestion,1,1.0,26.63,1.0,12,30
weather,0,8.85,38.44,14.0,34,96
blockage,2,7.79,73.28,8.0,24,254
weather,0,1.91,2.7,19.0,9,25
congestion,1,5.91,91.67,5.0,45,123
vehicle_issue,3,2.89,32.7,8.0,5,22
congestion,1,5.82,103.65,0.0,48,129
blockage,2,9.06,80.58,17.0,28,288
blockage,2,8.86,76.81,0.0,27,282
weather,0,9.08,93.47,16.0,47,127
congestion,1,3.11,9.55,8.0,16,47
blockage,2,2.39,30.82,22.0,8,70
weather,0,1.93,61.65,3.0,22,54
congestion,1,1.98,92.51,15.0,34,87
congestion,1,6.89,100.64,4.0,52,141
vehicle_issue,3,6.82,46.48,1.0,9,42
weather,0,8.94,98.29,20.0,48,129
vehicle_issue,3,1.0,30.29,21.0,3,12
congestion,1,2.82,13.87,23.0,12,37
blockage,2,8.04,30.1,4.0,18,204
blockage,2,6.84,109.57,19.0,29,242
congestion,1,5.08,65.89,11.0,35,95
vehicle_issue,3,2.13,57.07,5.0,6,25
weather,0,4.87,86.79,9.0,47,122
weather,0,2.21,1.0,4.0,6,17
vehicle_issue,3,6.06,15.33,14.0,6,29
blockage,2,9.99,10.85,13.0,18,225
vehicle_issue,3,1.73,14.31,4.0,3,13
congestion,1,1.74,55.55,18.0,29,76
weather,0,8.24,30.9,13.0,30,85
weather,0,1.2,96.7,15.0,27,65
congestion,1,10.0,100.88,3.0,60,169
weather,0,8.28,110.54,19.0,65,170
vehicle_issue,3,5.21,23.34,8.0,6,27
weather,0,4.04,61.51,11.0,26,68
vehicle_issue,3,4.08,5.35,3.0,4,18
weather,0,3.9,31.48,23.0,18,50
weather,0,9.04,75.5,12.0,43,117
congestion,1,8.11,50.21,18.0,51,148
weather,0,3.11,82.91,14.0,29,74
congestion,1,1.98,102.72,1.0,36,92
congestion,1,5.7,8.71,16.0,20,63
blockage,2,6.77,112.36,8.0,29,247
blockage,2,8.07,4.88,14.0,14,175
weather,0,3.92,117.63,13.0,41,103
weather,0,5.1,76.28,18.0,43,112
weather,0,1.82,6.66,5.0,7,20
weather,0,5.2,47.33,23.0,25,69
weather,0,6.86,30.25,9.0,34,98
congestion,1,4.22,97.65,17.0,53,140
blockage,2,3.77,28.62,15.0,11,97
congestion,1,5.09,97.8,13.0,45,119
congestion,1,8.86,37.32,13.0,38,114
congestion,1,7.0,119.76,14.0,57,153
blockage,2,10.0,31.94,20.0,21,250
congestion,1,1.14,82.24,6.0,28,69
weather,0,8.88,95.76,6.0,48,130
congestion,1,1.0,25.71,23.0,11,29
weather,0,3.76,8.41,22.0,13,38
congestion,1,4.73,66.52,9.0,45,125
vehicle_issue,3,2.87,80.2,7.0,9,36
congestion,1,9.87,97.41,17.0,77,217
weather,0,8.77,34.77,22.0,32,92
blockage,2,5.97,103.72,22.0,26,222
weather,0,5.0,110.69,5.0,42,106
weather,0,8.0,95.14,5.0,45,120
weather,0,7.88,1.74,12.0,21,65
vehicle_issue,3,4.91,12.16,4.0,5,23
vehicle_issue,3,8.95,118.41,22.0,17,72
blockage,2,2.12,89.41,8.0,17,138
blockage,2,2.9,76.57,6.0,17,139
blockage,2,1.0,110.48,23.0,19,146
blockage,2,1.95,7.46,20.0,4,39
blockage,2,1.93,91.5,22.0,18,141
vehicle_issue,3,6.76,83.04,12.0,12,52
blockage,2,8.94,103.23,19.0,31,311
weather,0,5.87,95.51,10.0,40,104
congestion,1,4.99,58.01,1.0,33,90
vehicle_issue,3,3.06,8.85,15.0,3,15
congestion,1,1.92,109.31,1.0,39,98
weather,0,6.08,90.4,4.0,39,103
vehicle_issue,3,1.95,43.46,7.0,5,21
blockage,2,7.96,118.04,15.0,32,310
blockage,2,4.95,39.64,18.0,14,126
congestion,1,3.97,46.85,4.0,26,71
weather,0,1.0,117.18,17.0,43,102
congestion,1,2.73,79.94,17.0,43,113
congestion,1,1.17,108.29,14.0,35,86
vehicle_issue,3,8.03,104.32,14.0,15,64
congestion,1,4.92,62.47,9.0,45,123
weather,0,8.16,33.52,3.0,29,84
congestion,1,6.43,101.7,3.0,49,131
vehicle_issue,3,9.77,60.24,2.0,13,58
congestion,1,7.99,65.46,11.0,44,126
congestion,1,2.1,64.08,14.0,26,66
blockage,2,1.76,4.32,3.0,4,35
blockage,2,8.77,8.46,2.0,15,197
congestion,1,3.14,75.49,16.0,31,82
vehicle_issue,3,7.99,94.28,15.0,14,61
blockage,2,6.9,54.9,22.0,20,178
weather,0,7.75,23.1,23.0,27,78
congestion,1,3.05,48.38,23.0,24,64
vehicle_issue,3,3.79,91.58,2.0,11,44
congestion,1,5.85,13.75,8.0,29,88
blockage,2,1.0,65.49,11.0,12,97
blockage,2,3.95,86.37,17.0,20,166
blockage,2,5.83,50.3,22.0,18,157
vehicle_issue,3,2.86,71.85,19.0,8,34
weather,0,3.14,103.74,22.0,35,88
blockage,2,10.0,27.47,0.0,20,242
blockage,2,3.0,15.54,0.0,8,69
weather,0,10.0,8.92,9.0,37,110
blockage,2,9.84,86.08,19.0,30,315
weather,0,7.05,108.37,7.0,60,157
congestion,1,2.06,81.28,5.0,31,79
congestion,1,2.85,116.94,5.0,44,113
weather,0,10.0,85.18,17.0,63,171
vehicle_issue,3,1.04,35.54,18.0,4,15
weather,0,6.04,32.73,8.0,31,87
congestion,1,6.25,81.07,1.0,42,115
vehicle_issue,3,9.02,83.74,5.0,14,60
vehicle_issue,3,8.86,61.15,6.0,12,55
weather,0,3.02,66.84,11.0,24,62
congestion,1,6.0,52.01,9.0,43,122
blockage,2,6.83,41.94,4.0,18,163
vehicle_issue,3,9.7,77.98,23.0,14,63
vehicle_issue,3,5.99,92.65,10.0,12,51
blockage,2,2.14,99.47,5.0,19,149
weather,0,10.0,36.12,9.0,47,133
vehicle_issue,3,6.04,103.16,17.0,13,55
weather,0,2.24,38.13,23.0,15,38
weather,0,2.03,37.25,10.0,15,38
blockage,2,2.97,97.56,13.0,20,164
blockage,2,8.03,117.16,7.0,31,308
weather,0,9.89,110.42,16.0,55,147
weather,0,4.81,16.09,16.0,17,49
blockage,2,1.0,35.44,4.0,7,58
congestion,1,8.93,91.33,13.0,54,152
blockage,2,7.13,95.55,23.0,27,228
congestion,1,5.78,60.64,5.0,36,102
blockage,2,1.0,4.31,11.0,2,19
congestion,1,10.0,61.06,16.0,48,140
congestion,1,1.0,5.76,1.0,4,13
congestion,1,6.97,34.45,12.0,31,92
blockage,2,5.94,79.33,14.0,22,191
blockage,2,6.29,14.54,13.0,12,116
blockage,2,6.08,86.39,7.0,23,199
blockage,2,4.04,74.61,19.0,18,154
weather,0,6.03,52.58,7.0,38,103
vehicle_issue,3,4.06,42.07,12.0,7,30
blockage,2,5.28,113.6,7.0,26,212
blockage,2,6.94,66.91,20.0,22,192
vehicle_issue,3,8.03,107.49,10.0,15,64
vehicle_issue,3,2.0,50.68,9.0,6,23
blockage,2,10.0,71.33,6.0,27,296
vehicle_issue,3,1.26,115.23,12.0,10,38
congestion,1,2.91,17.58,18.0,18,52
blockage,2,4.07,32.57,14.0,12,103
congestion,1,4.03,111.39,4.0,45,118
blockage,2,3.79,52.35,0.0,15,125
weather,0,4.15,34.46,3.0,19,52
vehicle_issue,3,5.23,120.0,21.0,14,56
weather,0,8.12,13.73,2.0,24,72
blockage,2,8.91,73.68,4.0,26,278
weather,0,3.8,94.74,9.0,46,116
weather,0,3.1,95.21,4.0,32,81
vehicle_issue,3,6.84,51.57,2.0,10,44
vehicle_issue,3,1.0,8.3,4.0,1,6
weather,0,5.03,100.73,0.0,39,101
weather,0,3.11,96.36,12.0,33,82
vehicle_issue,3,6.95,27.25,7.0,8,37
vehicle_issue,3,1.0,41.66,6.0,4,16
weather,0,8.98,59.97,23.0,40,109
blockage,2,2.86,12.08,22.0,7,66
congestion,1,5.94,97.5,0.0,48,129
blockage,2,5.76,110.33,21.0,27,229
congestion,1,5.11,36.41,1.0,26,75
weather,0,5.42,111.43,14.0,42,107
congestion,1,3.01,98.14,13.0,38,98
blockage,2,8.18,87.93,14.0,27,273
vehicle_issue,3,5.96,112.98,11.0,14,59
weather,0,2.8,39.57,16.0,18,48
vehicle_issue,3,3.34,110.87,2.0,11,45
blockage,2,4.87,12.14,10.0,10,95
vehicle_issue,3,9.14,58.37,21.0,12,53
vehicle_issue,3,10.0,67.1,13.0,13,60
weather,0,4.18,13.95,16.0,14,41
weather,0,3.99,90.51,1.0,33,85
vehicle_issue,3,1.83,57.07,11.0,6,25
weather,0,5.9,54.71,2.0,30,81
weather,0,3.35,70.88,13.0,26,66
congestion,1,9.05,14.59,8.0,42,128
vehicle_issue,3,6.33,26.7,19.0,7,31
vehicle_issue,3,2.94,21.03,18.0,4,19
blockage,2,10.0,117.01,2.0,34,347
weather,0,8.81,94.69,8.0,62,166
congestion,1,4.0,62.48,22.0,31,84
blockage,2,2.33,80.0,0.0,16,127
weather,0,2.88,76.87,2.0,28,71
blockage,2,3.9,30.56,22.0,12,103
weather,0,5.12,7.55,11.0,16,47
congestion,1,9.02,67.95,14.0,47,135
weather,0,10.0,31.62,5.0,34,99
blockage,2,7.96,106.08,9.0,30,294
vehicle_issue,3,9.01,29.44,15.0,10,45
weather,0,2.05,67.37,7.0,30,75
vehicle_issue,3,1.84,52.26,20.0,6,23
blockage,2,9.81,90.18,22.0,30,317
vehicle_issue,3,6.79,113.38,14.0,15,62
vehicle_issue,3,2.5,51.46,6.0,6,27
weather,0,7.99,5.89,5.0,22,68
blockage,2,1.8,78.52,0.0,16,128
blockage,2,7.92,16.11,18.0,15,188
weather,0,9.15,12.85,21.0,27,80
congestion,1,4.86,77.47,22.0,39,105
vehicle_issue,3,7.1,9.25,23.0,7,32
blockage,2,7.76,18.77,3.0,15,188
congestion,1,8.9,55.0,16.0,43,125
congestion,1,6.26,57.02,6.0,34,97
vehicle_issue,3,2.94,111.05,4.0,11,45
congestion,1,3.19,33.28,12.0,19,53
weather,0,4.35,48.44,16.0,23,61
blockage,2,1.0,84.28,17.0,15,118
vehicle_issue,3,6.9,100.21,11.0,14,58
weather,0,3.68,43.21,3.0,21,58
congestion,1,8.04,75.59,1.0,47,132
congestion,1,1.06,75.96,1.0,26,64
weather,0,4.12,38.84,18.0,26,71
blockage,2,4.21,15.1,13.0,9,82
congestion,1,1.0,80.45,8.0,36,89
weather,0,9.28,33.58,19.0,42,119
congestion,1,5.96,37.07,8.0,39,111
vehicle_issue,3,9.05,67.89,7.0,13,57
vehicle_issue,3,8.99,20.51,19.0,9,42
blockage,2,1.0,30.63,13.0,6,52
congestion,1,8.82,54.24,16.0,43,125
vehicle_issue,3,1.03,103.98,19.0,9,36
weather,0,8.86,97.08,7.0,62,166
blockage,2,6.97,38.02,0.0,17,159
blockage,2,8.94,37.58,15.0,20,233
blockage,2,4.95,117.62,8.0,27,222
weather,0,1.73,77.39,23.0,26,63
blockage,2,1.52,82.68,7.0,16,131
blockage,2,2.13,6.94,19.0,4,41
vehicle_issue,3,9.17,13.64,17.0,8,40
weather,0,5.62,35.02,16.0,25,70
blockage,2,3.06,101.4,15.0,21,169
vehicle_issue,3,2.03,108.27,1.0,10,41
congestion,1,1.0,25.31,19.0,13,35
blockage,2,3.13,86.45,6.0,19,151
weather,0,8.17,104.81,13.0,48,127
blockage,2,9.16,105.58,6.0,31,316
blockage,2,7.26,55.03,5.0,20,179
weather,0,10.0,31.98,9.0,45,129
weather,0,3.88,117.05,10.0,40,101
blockage,2,4.0,33.04,21.0,12,105
weather,0,7.06,31.34,9.0,34,97
congestion,1,2.23,24.35,22.0,14,38
weather,0,9.96,60.68,16.0,43,119
vehicle_issue,3,7.91,14.72,15.0,8,36
blockage,2,1.0,70.52,22.0,13,99
vehicle_issue,3,2.13,113.95,23.0,11,42
weather,0,7.03,64.6,10.0,34,93
weather,0,7.87,115.36,9.0,66,174
blockage,2,3.12,107.46,15.0,22,179
blockage,2,7.95,97.08,4.0,28,282
vehicle_issue,3,4.8,75.27,4.0,10,42
vehicle_issue,3,7.2,107.45,7.0,14,60
vehicle_issue,3,4.69,65.38,13.0,9,40
weather,0,5.02,24.65,23.0,20,55
congestion,1,3.98,108.64,17.0,59,154
vehicle_issue,3,1.75,63.76,7.0,6,26
blockage,2,2.05,107.62,18.0,21,163
vehicle_issue,3,1.9,45.99,12.0,5,22
blockage,2,9.25,40.84,23.0,21,238
weather,0,5.15,92.38,14.0,37,95
congestion,1,4.03,77.5,23.0,35,93
vehicle_issue,3,8.63,53.1,18.0,11,52
blockage,2,8.92,104.58,12.0,31,316
weather,0,2.91,61.91,18.0,31,80
weather,0,4.18,1.59,20.0,11,34
vehicle_issue,3,5.03,85.59,4.0,11,45
vehicle_issue,3,9.05,8.49,17.0,8,39
vehicle_issue,3,7.15,59.25,23.0,10,45
weather,0,6.24,23.59,12.0,22,62
blockage,2,3.22,27.06,10.0,10,84
vehicle_issue,3,4.08,120.0,0.0,13,51
blockage,2,1.0,15.37,17.0,4,33
blockage,2,8.07,91.78,23.0,27,277
congestion,1,10.0,73.72,14.0,53,151
weather,0,8.12,23.99,23.0,27,79
congestion,1,3.91,114.61,3.0,46,119
blockage,2,5.14,26.94,12.0,12,110
weather,0,10.0,62.07,18.0,55,153
weather,0,5.06,96.93,8.0,49,126
congestion,1,8.82,94.26,20.0,55,153
vehicle_issue,3,5.96,38.77,2.0,8,36
blockage,2,5.07,102.88,20.0,24,201
blockage,2,5.97,117.41,1.0,28,235
blockage,2,2.65,58.66,2.0,14,117
weather,0,4.81,80.0,19.0,43,113
congestion,1,4.05,43.09,23.0,25,70
weather,0,8.23,44.28,9.0,42,117
vehicle_issue,3,6.97,56.71,5.0,10,45
vehicle_issue,3,3.93,23.14,13.0,5,23
congestion,1,9.16,85.28,6.0,52,146
congestion,1,5.0,20.52,7.0,28,82
congestion,1,10.0,1.95,0.0,30,97
vehicle_issue,3,6.96,53.51,14.0,10,44
congestion,1,8.94,7.77,3.0,30,94
vehicle_issue,3,10.0,67.46,18.0,13,60
congestion,1,4.1,64.06,4.0,31,84
blockage,2,2.95,17.32,21.0,8,69
blockage,2,8.83,29.77,16.0,19,225
congestion,1,2.75,4.4,11.0,10,32
vehicle_issue,3,7.77,73.31,10.0,12,54
blockage,2,1.91,33.45,7.0,9,75
vehicle_issue,3,9.05,85.64,1.0,14,62
vehicle_issue,3,6.75,75.93,1.0,12,51
weather,0,5.76,48.15,13.0,27,75
weather,0,5.06,5.41,20.0,14,42
blockage,2,7.24,37.03,16.0,17,159
congestion,1,4.16,41.71,20.0,24,67
congestion,1,3.72,40.37,17.0,31,88
weather,0,3.06,112.09,8.0,49,121
congestion,1,2.14,18.59,22.0,12,34
congestion,1,8.93,35.15,4.0,37,110
congestion,1,7.96,100.78,6.0,54,149
blockage,2,5.05,109.63,16.0,26,213
blockage,2,9.07,59.07,0.0,23,257
congestion,1,7.06,66.36,18.0,53,148
weather,0,6.11,6.92,7.0,23,68
blockage,2,2.03,97.65,17.0,19,149
weather,0,5.91,70.48,17.0,45,118
congestion,1,1.93,61.0,1.0,23,61
congestion,1,6.88,35.22,7.0,42,122
weather,0,1.0,51.87,23.0,17,40
congestion,1,6.08,88.79,22.0,45,121
congestion,1,3.88,14.92,13.0,15,46
vehicle_issue,3,2.16,59.19,10.0,7,26
vehicle_issue,3,4.85,6.32,14.0,4,22
weather,0,3.03,93.0,17.0,42,104
blockage,2,3.13,26.7,1.0,9,79
blockage,2,9.07,110.21,7.0,32,319
congestion,1,3.72,56.67,0.0,29,80
congestion,1,5.02,55.01,12.0,32,88
vehicle_issue,3,1.0,42.87,3.0,4,17
congestion,1,3.8,64.5,21.0,31,83
weather,0,4.03,43.11,9.0,27,74
congestion,1,7.81,42.11,21.0,37,108
congestion,1,2.04,24.87,22.0,13,37
congestion,1,10.0,43.67,6.0,43,126
weather,0,2.05,95.21,17.0,40,97
weather,0,6.97,32.28,1.0,26,74
vehicle_issue,3,1.0,98.6,23.0,9,34
weather,0,9.14,102.82,18.0,65,174
blockage,2,6.95,82.4,16.0,24,208
blockage,2,8.93,6.4,13.0,15,195
blockage,2,9.86,65.75,2.0,27,291
vehicle_issue,3,8.87,101.18,6.0,15,66
weather,0,7.13,45.52,16.0,30,83
congestion,1,8.93,31.43,5.0,37,111
weather,0,1.08,40.04,15.0,13,32
blockage,2,7.1,50.68,19.0,19,174
blockage,2,9.86,11.09,21.0,18,221
vehicle_issue,3,3.88,28.02,1.0,6,25
congestion,1,10.0,78.18,13.0,53,152
weather,0,6.02,56.4,3.0,30,82
vehicle_issue,3,4.97,29.45,5.0,6,29
blockage,2,4.07,108.52,21.0,24,198
vehicle_issue,3,2.15,37.8,17.0,4,19
congestion,1,8.99,18.14,16.0,32,98
congestion,1,7.91,24.81,18.0,41,123
congestion,1,5.02,36.86,2.0,26,74
blockage,2,9.88,62.1,12.0,26,286
weather,0,2.02,10.51,5.0,8,21
vehicle_issue,3,8.0,103.07,2.0,15,63
weather,0,4.88,105.49,21.0,40,103
congestion,1,6.94,41.11,9.0,42,124
congestion,1,1.0,91.35,4.0,31,77
blockage,2,7.11,69.49,20.0,23,199
blockage,2,6.87,102.27,16.0,27,234
vehicle_issue,3,9.88,33.69,7.0,11,50
vehicle_issue,3,3.94,71.9,19.0,9,38
weather,0,1.08,9.96,17.0,7,18
weather,0,1.11,2.65,6.0,3,9
vehicle_issue,3,2.04,106.42,6.0,10,40
congestion,1,3.11,34.45,4.0,20,55
weather,0,9.17,53.39,7.0,49,136
vehicle_issue,3,2.02,29.05,6.0,4,17
blockage,2,1.88,106.96,8.0,20,158
weather,0,1.0,48.16,4.0,15,36
vehicle_issue,3,3.8,21.56,3.0,5,23
blockage,2,7.06,74.18,17.0,23,200
blockage,2,2.93,24.72,8.0,9,79
vehicle_issue,3,5.02,31.38,2.0,7,30
congestion,1,2.99,80.63,17.0,43,113
congestion,1,8.94,114.14,5.0,62,169
blockage,2,1.03,91.9,9.0,16,125
weather,0,2.98,17.2,20.0,12,33
weather,0,5.91,37.6,7.0,33,92
vehicle_issue,3,8.84,96.06,4.0,15,65
weather,0,5.05,33.12,16.0,22,60
blockage,2,1.0,87.69,1.0,16,123
congestion,1,6.27,55.46,12.0,35,99
weather,0,3.19,108.82,19.0,46,114
blockage,2,3.76,42.58,10.0,13,116
vehicle_issue,3,10.0,113.15,3.0,17,74
congestion,1,10.0,50.09,19.0,58,171
weather,0,2.91,85.61,17.0,40,99
weather,0,6.05,24.84,9.0,28,81
weather,0,5.98,64.64,3.0,32,87
vehicle_issue,3,10.0,37.86,13.0,11,51
congestion,1,9.93,1.85,18.0,40,127
congestion,1,4.15,53.0,0.0,28,77
weather,0,1.0,22.21,11.0,8,21
congestion,1,1.0,113.81,8.0,49,120
vehicle_issue,3,1.1,99.36,8.0,9,33
congestion,1,8.14,90.03,5.0,51,141
blockage,2,7.65,51.29,15.0,22,234
weather,0,8.56,31.46,21.0,32,91
weather,0,2.05,42.79,2.0,15,40
blockage,2,1.0,25.84,0.0,6,46
weather,0,1.8,65.61,9.0,29,73
congestion,1,6.94,98.46,16.0,50,137
congestion,1,1.44,20.12,1.0,10,26
weather,0,6.8,1.9,18.0,24,74
blockage,2,9.13,15.15,17.0,17,208
vehicle_issue,3,1.89,55.96,7.0,6,25
weather,0,7.78,1.2,7.0,28,86
vehicle_issue,3,5.91,48.35,6.0,9,39
blockage,2,9.79,10.28,17.0,18,227
blockage,2,2.76,12.87,3.0,7,65
weather,0,2.89,85.98,8.0,39,98
vehicle_issue,3,1.0,120.0,6.0,10,40
weather,0,7.98,27.8,8.0,35,102
vehicle_issue,3,9.03,27.07,21.0,9,44
blockage,2,1.0,37.06,0.0,7,60
congestion,1,5.09,93.9,1.0,43,116
weather,0,7.9,60.75,9.0,48,131
blockage,2,7.98,69.03,10.0,24,251
weather,0,9.67,65.76,23.0,43,120
blockage,2,8.01,115.3,6.0,31,303
vehicle_issue,3,10.0,4.65,13.0,8,42
congestion,1,10.0,18.08,16.0,36,110
